error_id,error_date,customer_id,customer_segment,country,application_module,error_type,severity,app_version,device_type,operating_system,resolution_time_minutes,resolved,customer_churned_30d
ERR-00715,2024-06-24 10:45:05,CUST-0009,Enterprise,Polska,Użytkownicy,Błąd API,Medium,3.8.9,Desktop,macOS,35.0,True,False
ERR-00716,2024-09-15 20:41:11,CUST-0204,Startup,Polska,Płatności,Timeout,High,3.4.7,Tablet,iOS,362.0,True,False
ERR-00717,2024-01-21 17:15:45,CUST-0010,Enterprise,Francja,Płatności,Błąd API,Low,3.1.3,Desktop,Windows,15.0,True,False
ERR-00718,2024-08-12 22:28:33,CUST-0142,SMB,Wielka Brytania,Logowanie,Błąd interfejsu,Medium,3.4.8,Tablet,iOS,194.0,True,True
ERR-00719,2024-09-24 06:39:10,CUST-0160,Startup,Hiszpania,Raporty,Błąd API,Low,3.3.4,Desktop,macOS,20.0,True,False
ERR-00720,2024-07-05 15:23:58,CUST-0012,Enterprise,Polska,Płatności,Błąd interfejsu,Low,3.4.1,Tablet,iOS,6.0,True,False
ERR-00721,2024-05-24 20:24:26,CUST-0009,Enterprise,Wielka Brytania,Płatności,Timeout,Medium,3.8.5,Desktop,Windows,77.0,True,False
ERR-00722,2024-06-22 08:43:38,CUST-0008,Enterprise,Hiszpania,Eksport danych,Błąd autoryzacji,Medium,3.1.1,Tablet,iOS,66.0,True,False
ERR-00723,2024-01-27 03:50:40,CUST-0024,Enterprise,Hiszpania,Użytkownicy,Timeout,Critical,3.8.8,Desktop,Windows,634.0,True,False
ERR-00724,2024-11-27 16:21:04,CUST-0021,Enterprise,Niemcy,Logowanie,Błąd API,Low,3.4.8,Mobile,Android,22.0,True,True
ERR-00725,2024-06-17 13:06:35,CUST-0144,SMB,Niemcy,Raporty,Timeout,Medium,3.6.9,Tablet,iOS,186.0,True,False
ERR-00726,2024-12-13 17:24:18,CUST-0020,Enterprise,Polska,Użytkownicy,Błąd autoryzacji,Medium,3.1.3,Desktop,macOS,,False,False
ERR-00727,2024-05-09 07:46:54,CUST-0070,Mid-market,Polska,Logowanie,Błąd interfejsu,Low,3.4.3,Desktop,Windows,50.0,True,True
ERR-00728,2024-12-02 16:58:38,CUST-0176,Startup,Polska,Logowanie,Nieprawidłowe dane,Low,3.1.3,Desktop,Windows,76.0,True,False
ERR-00729,2024-03-17 08:21:05,CUST-0139,SMB,Polska,Logowanie,Błąd bazy danych,Medium,3.9.7,Tablet,Android,71.0,True,False
ERR-00730,2024-10-25 08:42:09,CUST-0037,Mid-market,Niemcy,Raporty,Błąd autoryzacji,Critical,3.8.7,Desktop,Windows,165.0,True,False
ERR-00731,2024-06-28 08:19:41,CUST-0005,Enterprise,Francja,Logowanie,Błąd autoryzacji,High,3.4.9,Desktop,Windows,186.0,True,False
ERR-00732,2024-12-23 16:42:25,CUST-0050,Mid-market,Niemcy,Użytkownicy,Błąd autoryzacji,Medium,3.3.3,Desktop,macOS,43.0,True,False
ERR-00733,2024-03-07 14:38:45,CUST-0031,Mid-market,Polska,Raporty,Błąd bazy danych,Critical,3.9.5,Desktop,Windows,221.0,True,True
ERR-00734,2024-02-13 13:19:35,CUST-0056,Mid-market,Wielka Brytania,Raporty,Błąd interfejsu,Medium,3.4.3,Mobile,Android,44.0,True,False
ERR-00735,2024-07-11 10:41:50,CUST-0011,Enterprise,Wielka Brytania,Płatności,Błąd API,Medium,3.2.4,Desktop,Windows,35.0,True,True
ERR-00736,2024-06-17 17:52:08,CUST-0230,Startup,Hiszpania,Raporty,Błąd autoryzacji,Medium,3.6.4,Desktop,Linux,67.0,True,False
ERR-00737,2024-12-09 11:44:53,CUST-0055,Mid-market,Wielka Brytania,Integracje,Błąd API,Medium,3.9.5,Tablet,Android,18.0,True,False
ERR-00738,2024-12-16 17:58:33,CUST-0026,Enterprise,Niemcy,Eksport danych,Timeout,High,3.0.0,Desktop,Windows,151.0,True,False
ERR-00739,2024-02-17 11:41:42,CUST-0028,Enterprise,Wielka Brytania,Eksport danych,Timeout,Low,3.3.5,Mobile,Android,14.0,True,False
ERR-00740,2024-08-04 11:32:23,CUST-0052,Mid-market,Polska,Raporty,Błąd bazy danych,High,3.9.5,Desktop,Windows,121.0,True,False
ERR-00741,2024-01-10 12:23:19,CUST-0137,SMB,Niemcy,Użytkownicy,Błąd bazy danych,Critical,3.2.5,Desktop,Windows,126.0,True,False
ERR-00742,2024-04-02 10:13:21,CUST-0123,SMB,Polska,Eksport danych,Błąd autoryzacji,Medium,3.1.6,Desktop,Windows,20.0,True,False
ERR-00743,2024-09-05 16:12:14,CUST-0136,SMB,Polska,Eksport danych,Błąd autoryzacji,High,3.6.5,Mobile,Android,79.0,True,False
ERR-00744,2024-03-11 12:09:04,CUST-0027,Enterprise,Polska,Logowanie,Błąd interfejsu,Critical,3.8.9,Desktop,Windows,191.0,True,False
ERR-00745,2024-05-31 09:54:50,CUST-0072,Mid-market,Francja,Logowanie,Timeout,Medium,3.5.1,Desktop,Windows,21.0,True,False
ERR-00746,2024-02-21 18:32:49,CUST-0069,Mid-market,Hiszpania,Płatności,Błąd autoryzacji,Medium,3.9.9,Desktop,Windows,131.0,True,False
ERR-00747,2024-10-03 11:53:47,CUST-0005,Enterprise,Niemcy,Integracje,Timeout,Critical,3.8.0,Desktop,Windows,74.0,True,False
ERR-00748,2024-09-26 13:02:42,CUST-0010,Enterprise,Polska,Raporty,Błąd autoryzacji,Critical,3.1.1,Mobile,Android,72.0,True,False
ERR-00749,2024-06-21 18:56:49,CUST-0122,SMB,Hiszpania,Raporty,Timeout,Critical,3.9.9,Desktop,Windows,138.0,True,False
ERR-00750,2024-11-12 14:08:38,CUST-0020,Enterprise,Francja,Eksport danych,Nieprawidłowe dane,Medium,3.4.7,Mobile,Android,,False,False
ERR-00751,2024-07-11 06:09:10,CUST-0075,Mid-market,Niemcy,Eksport danych,Timeout,High,3.4.1,Desktop,Windows,37.0,True,False
ERR-00752,2024-04-02 20:53:44,CUST-0007,Enterprise,Francja,Użytkownicy,Błąd API,High,3.6.3,Mobile,Android,111.0,True,False
ERR-00753,2024-11-15 14:51:57,CUST-0016,Enterprise,Polska,Płatności,Błąd bazy danych,Medium,3.4.1,Desktop,Windows,72.0,True,False
ERR-00754,2024-03-25 10:46:28,CUST-0011,Enterprise,Polska,Integracje,Błąd API,High,3.1.2,Desktop,Windows,80.0,True,False
ERR-00755,2024-01-23 07:26:23,CUST-0173,Startup,Wielka Brytania,Płatności,Nieprawidłowe dane,Critical,3.0.0,Desktop,Linux,161.0,True,True
ERR-00756,2024-12-12 16:46:15,CUST-0131,SMB,Polska,Logowanie,Nieprawidłowe dane,Medium,3.4.9,Mobile,iOS,40.0,True,False
ERR-00757,2024-08-15 14:39:18,CUST-0191,Startup,Niemcy,Logowanie,Błąd autoryzacji,Medium,3.8.8,Desktop,Windows,68.0,True,False
ERR-00758,2024-08-17 13:14:34,CUST-0049,Mid-market,Wielka Brytania,Płatności,Błąd bazy danych,High,3.6.5,Mobile,Android,,False,True
ERR-00759,2024-05-02 18:19:51,CUST-0024,Enterprise,Francja,Raporty,Błąd API,Medium,3.9.9,Mobile,Android,103.0,True,False
ERR-00760,2024-08-28 16:57:53,CUST-0075,Mid-market,Polska,Eksport danych,Błąd interfejsu,Medium,3.4.1,Desktop,Windows,30.0,True,False
ERR-00761,2024-04-09 08:23:43,CUST-0071,Mid-market,Polska,Logowanie,Błąd API,High,3.4.0,Desktop,Windows,,False,False
ERR-00762,2024-10-19 10:28:29,CUST-0143,SMB,Polska,Integracje,Błąd interfejsu,Critical,3.2.3,Desktop,macOS,406.0,True,True
ERR-00763,2024-05-24 09:49:24,CUST-0019,Enterprise,Francja,Raporty,Błąd bazy danych,Critical,3.2.4,Desktop,Windows,,False,True
ERR-00764,2024-09-14 16:33:26,CUST-0046,Mid-market,Niemcy,Płatności,Timeout,Medium,3.4.0,Mobile,iOS,,False,False
ERR-00765,2024-03-23 01:52:12,CUST-0011,Enterprise,Polska,Raporty,Błąd API,High,3.8.6,Mobile,Android,,False,False
ERR-00766,2024-11-05 13:08:55,CUST-0013,Enterprise,Wielka Brytania,Płatności,Błąd interfejsu,High,3.9.2,Desktop,macOS,57.0,True,False
ERR-00767,2024-05-08 16:03:41,CUST-0116,SMB,Niemcy,Raporty,Nieprawidłowe dane,Low,3.9.8,Desktop,macOS,21.0,True,False
ERR-00768,2024-09-03 17:55:23,CUST-0056,Mid-market,Polska,Raporty,Błąd autoryzacji,Low,3.3.4,Desktop,Windows,23.0,True,False
ERR-00769,2024-10-10 10:59:06,CUST-0012,Enterprise,Niemcy,Logowanie,Błąd bazy danych,High,3.9.1,Desktop,Windows,,False,False
ERR-00770,2024-12-30 17:54:33,CUST-0004,Enterprise,Francja,Logowanie,Timeout,Critical,3.4.3,Mobile,Android,54.0,True,False
ERR-00771,2024-03-04 05:18:05,CUST-0067,Mid-market,Polska,Raporty,Błąd autoryzacji,Medium,3.1.6,Desktop,Windows,93.0,True,False
ERR-00772,2024-03-23 17:17:28,CUST-0106,SMB,Polska,Użytkownicy,Błąd API,High,3.9.0,Mobile,Android,78.0,True,False
ERR-00773,2024-09-19 06:09:53,CUST-0226,Startup,Hiszpania,Płatności,Timeout,High,3.7.5,Desktop,Windows,230.0,True,False
ERR-00774,2024-08-11 11:05:58,CUST-0220,Startup,Niemcy,Integracje,Nieprawidłowe dane,High,3.2.4,Desktop,Windows,62.0,True,False
ERR-00775,2024-04-23 16:52:28,CUST-0104,SMB,Niemcy,Integracje,Timeout,Low,3.4.8,Desktop,Linux,103.0,True,False
ERR-00776,2024-06-27 08:59:01,CUST-0022,Enterprise,Niemcy,Użytkownicy,Nieprawidłowe dane,Medium,3.4.1,Desktop,Windows,16.0,True,False
ERR-00777,2024-07-31 09:03:25,CUST-0084,SMB,Polska,Eksport danych,Błąd autoryzacji,Medium,3.8.3,Desktop,Linux,149.0,True,False
ERR-00778,2024-09-14 15:23:15,CUST-0077,Mid-market,Polska,Raporty,Timeout,Medium,3.4.9,Mobile,Android,,False,False
ERR-00779,2024-07-16 15:05:23,CUST-0015,Enterprise,Niemcy,Integracje,Timeout,Critical,3.9.9,Mobile,iOS,244.0,True,True
ERR-00780,2024-04-24 14:01:20,CUST-0107,SMB,Polska,Eksport danych,Timeout,High,3.0.8,Desktop,Windows,458.0,True,False
ERR-00781,2024-02-20 15:53:45,CUST-0015,Enterprise,Polska,Raporty,Błąd autoryzacji,Medium,3.4.4,Desktop,Windows,29.0,True,False
ERR-00782,2024-11-28 13:21:50,CUST-0188,Startup,Hiszpania,Płatności,Timeout,High,3.5.2,Desktop,macOS,231.0,True,False
ERR-00783,2024-03-15 09:08:02,CUST-0075,Mid-market,Wielka Brytania,Logowanie,Błąd API,Medium,3.5.5,Mobile,Android,38.0,True,False
ERR-00784,2024-05-26 10:58:53,CUST-0035,Mid-market,Hiszpania,Eksport danych,Timeout,Medium,3.4.2,Desktop,macOS,,False,True
ERR-00785,2024-08-29 08:44:53,CUST-0133,SMB,Wielka Brytania,Eksport danych,Błąd API,Low,3.8.3,Tablet,iOS,16.0,True,False
ERR-00786,2024-03-12 19:48:45,CUST-0237,Startup,Polska,Logowanie,Timeout,Critical,3.9.0,Desktop,Windows,265.0,True,False
ERR-00787,2024-08-28 13:28:39,CUST-0062,Mid-market,Wielka Brytania,Raporty,Nieprawidłowe dane,Low,3.9.5,Desktop,Windows,12.0,True,False
ERR-00788,2024-01-03 11:57:05,CUST-0039,Mid-market,Polska,Raporty,Błąd interfejsu,High,3.8.6,Tablet,iOS,422.0,True,False
ERR-00789,2024-01-10 12:16:13,CUST-0021,Enterprise,Wielka Brytania,Logowanie,Błąd API,Critical,3.8.9,Desktop,Windows,57.0,True,False
ERR-00790,2024-03-17 21:35:46,CUST-0050,Mid-market,Wielka Brytania,Użytkownicy,Timeout,High,3.6.2,Desktop,macOS,121.0,True,False
ERR-00791,2024-11-07 08:33:27,CUST-0008,Enterprise,Francja,Płatności,Błąd autoryzacji,Low,3.8.7,Desktop,macOS,20.0,True,False
ERR-00792,2024-02-26 13:49:18,CUST-0113,SMB,Wielka Brytania,Logowanie,Błąd interfejsu,Medium,3.4.1,Desktop,Windows,66.0,True,False
ERR-00793,2024-05-01 12:19:07,CUST-0073,Mid-market,Niemcy,Raporty,Błąd autoryzacji,Critical,3.4.6,Desktop,Windows,280.0,True,False
ERR-00794,2024-01-25 14:15:26,CUST-0100,SMB,Polska,Integracje,Timeout,Critical,3.4.2,Mobile,iOS,120.0,True,False
ERR-00795,2024-11-23 00:50:39,CUST-0023,Enterprise,Niemcy,Logowanie,Timeout,High,3.5.0,Mobile,Android,71.0,True,False
ERR-00796,2024-08-22 17:04:07,CUST-0014,Enterprise,Niemcy,Integracje,Timeout,Critical,3.4.0,Desktop,Windows,86.0,True,True
ERR-00797,2024-09-12 20:38:34,CUST-0129,SMB,Polska,Raporty,Błąd autoryzacji,Low,3.9.7,Tablet,Android,,False,False
ERR-00798,2024-01-09 13:40:32,CUST-0003,Enterprise,Francja,Logowanie,Nieprawidłowe dane,Critical,3.4.2,Desktop,Windows,383.0,True,False
ERR-00799,2024-10-21 15:15:45,CUST-0015,Enterprise,Wielka Brytania,Logowanie,Błąd autoryzacji,Critical,3.1.4,Desktop,Windows,217.0,True,False
ERR-00800,2024-03-14 19:18:27,CUST-0020,Enterprise,Polska,Raporty,Błąd bazy danych,Medium,3.5.9,Desktop,Windows,,False,False
ERR-00801,2024-01-01 15:39:22,CUST-0212,Startup,Hiszpania,Płatności,Błąd autoryzacji,Low,3.0.8,Desktop,macOS,135.0,True,False
ERR-00802,2024-05-03 08:36:26,CUST-0132,SMB,Wielka Brytania,Użytkownicy,Błąd autoryzacji,Low,3.1.6,Desktop,Windows,11.0,True,False
ERR-00803,2024-04-05 13:42:42,CUST-0018,Enterprise,Wielka Brytania,Eksport danych,Błąd interfejsu,Low,3.3.2,Tablet,iOS,10.0,True,False
ERR-00804,2024-02-13 14:33:23,CUST-0017,Enterprise,Wielka Brytania,Użytkownicy,Timeout,Critical,3.4.9,Desktop,Linux,71.0,True,False
ERR-00805,2024-02-04 11:33:34,CUST-0030,Enterprise,Niemcy,Płatności,Nieprawidłowe dane,Medium,3.4.8,Desktop,macOS,10.0,True,False
ERR-00806,2024-09-16 15:50:32,CUST-0134,SMB,Wielka Brytania,Użytkownicy,Błąd API,Low,3.8.6,Desktop,macOS,18.0,True,False
ERR-00807,2024-10-10 20:01:24,CUST-0150,SMB,Hiszpania,Raporty,Błąd autoryzacji,Medium,3.8.3,Mobile,Android,88.0,True,False
ERR-00808,2024-08-28 19:02:40,CUST-0002,Enterprise,Polska,Płatności,Błąd interfejsu,Critical,3.4.7,Mobile,iOS,77.0,True,False
ERR-00809,2024-07-17 12:23:16,CUST-0026,Enterprise,Niemcy,Logowanie,Timeout,High,3.4.3,Desktop,Windows,,False,True
ERR-00810,2024-01-09 06:22:50,CUST-0012,Enterprise,Francja,Logowanie,Nieprawidłowe dane,Medium,3.4.2,Desktop,Windows,31.0,True,False
ERR-00811,2024-02-04 23:22:15,CUST-0149,SMB,Polska,Integracje,Błąd autoryzacji,Low,3.8.5,Desktop,Windows,76.0,True,False
ERR-00812,2024-12-02 17:40:06,CUST-0091,SMB,Francja,Raporty,Nieprawidłowe dane,Critical,3.0.7,Desktop,Windows,374.0,True,True
ERR-00813,2024-10-24 06:47:48,CUST-0004,Enterprise,Francja,Płatności,Błąd autoryzacji,High,3.0.1,Desktop,macOS,53.0,True,False
ERR-00814,2024-06-19 19:08:02,CUST-0025,Enterprise,Polska,Integracje,Błąd API,Low,3.8.6,Desktop,Windows,12.0,True,False
ERR-00815,2024-06-29 17:34:21,CUST-0008,Enterprise,Niemcy,Płatności,Błąd bazy danych,Medium,3.5.1,Desktop,macOS,,False,False
ERR-00816,2024-11-25 13:11:53,CUST-0235,Startup,Hiszpania,Raporty,Błąd interfejsu,Low,3.1.9,Desktop,macOS,32.0,True,False
ERR-00817,2024-12-16 13:29:44,CUST-0022,Enterprise,Niemcy,Raporty,Błąd interfejsu,Low,3.3.5,Desktop,Windows,8.0,True,False
ERR-00818,2024-09-02 11:40:11,CUST-0126,SMB,Polska,Eksport danych,Nieprawidłowe dane,Medium,3.9.4,Tablet,Android,80.0,True,False
ERR-00819,2024-03-10 02:04:45,CUST-0041,Mid-market,Polska,Eksport danych,Nieprawidłowe dane,Critical,3.8.9,Tablet,iOS,159.0,True,False
ERR-00820,2024-08-22 10:02:18,CUST-0021,Enterprise,Niemcy,Raporty,Timeout,High,3.8.2,Desktop,Windows,137.0,True,False
ERR-00821,2024-04-13 16:02:50,CUST-0020,Enterprise,Wielka Brytania,Raporty,Timeout,Critical,3.5.2,Desktop,Windows,215.0,True,True
ERR-00822,2024-04-12 00:56:02,CUST-0002,Enterprise,Polska,Raporty,Timeout,High,3.5.8,Desktop,Linux,79.0,True,False
ERR-00823,2024-06-10 10:59:19,CUST-0067,Mid-market,Francja,Eksport danych,Timeout,Critical,3.9.8,Desktop,Windows,159.0,True,False
ERR-00824,2024-09-20 11:25:52,CUST-0132,SMB,Polska,Płatności,Timeout,Critical,3.9.7,Mobile,Android,147.0,True,True
ERR-00825,2024-10-05 13:30:16,CUST-0079,Mid-market,Polska,Płatności,Błąd API,Low,3.3.2,Desktop,macOS,44.0,True,False
ERR-00826,2024-01-19 19:48:41,CUST-0052,Mid-market,Hiszpania,Logowanie,Błąd autoryzacji,Medium,3.8.7,Mobile,Android,48.0,True,False
ERR-00827,2024-04-07 10:18:22,CUST-0026,Enterprise,Francja,Raporty,Błąd bazy danych,High,3.2.9,Tablet,iOS,38.0,True,False
ERR-00828,2024-01-25 10:55:41,CUST-0206,Startup,Polska,Raporty,Błąd autoryzacji,Low,3.3.2,Desktop,Windows,19.0,True,False
ERR-00829,2024-06-18 15:17:07,CUST-0094,SMB,Niemcy,Eksport danych,Timeout,High,3.8.0,Desktop,Windows,67.0,True,False
ERR-00830,2024-07-07 12:27:56,CUST-0001,Enterprise,Polska,Płatności,Błąd API,Medium,3.4.6,Desktop,Windows,55.0,True,True
ERR-00831,2024-07-23 09:47:28,CUST-0163,Startup,Niemcy,Raporty,Nieprawidłowe dane,Critical,3.9.4,Desktop,Windows,175.0,True,False
ERR-00832,2024-07-16 12:21:11,CUST-0047,Mid-market,Francja,Eksport danych,Błąd bazy danych,High,3.1.3,Desktop,Windows,,False,False
ERR-00833,2024-09-11 07:44:31,CUST-0045,Mid-market,Polska,Eksport danych,Błąd bazy danych,Critical,3.5.6,Desktop,macOS,216.0,True,False
ERR-00834,2024-07-07 08:59:51,CUST-0146,SMB,Polska,Raporty,Błąd autoryzacji,Medium,3.9.3,Mobile,Android,,False,False
ERR-00835,2024-09-22 12:17:51,CUST-0147,SMB,Niemcy,Raporty,Błąd API,High,3.9.2,Desktop,Linux,117.0,True,False
ERR-00836,2024-02-12 11:46:27,CUST-0109,SMB,Wielka Brytania,Płatności,Błąd autoryzacji,Medium,3.2.3,Desktop,Windows,72.0,True,False
ERR-00837,2024-02-10 19:27:38,CUST-0015,Enterprise,Wielka Brytania,Użytkownicy,Timeout,Critical,3.4.4,Desktop,Windows,,False,False
ERR-00838,2024-04-02 10:34:18,CUST-0012,Enterprise,Polska,Logowanie,Błąd API,Medium,3.7.2,Mobile,iOS,73.0,True,False
ERR-00839,2024-06-13 13:06:05,CUST-0201,Startup,Hiszpania,Użytkownicy,Błąd autoryzacji,Medium,3.2.3,Desktop,macOS,163.0,True,False
ERR-00840,2024-06-16 14:42:18,CUST-0015,Enterprise,Niemcy,Integracje,Timeout,High,3.9.7,Mobile,Android,58.0,True,False
ERR-00841,2024-06-05 00:28:38,CUST-0025,Enterprise,Niemcy,Raporty,Błąd interfejsu,Medium,3.9.3,Desktop,Windows,10.0,True,False
ERR-00842,2024-08-06 14:10:44,CUST-0074,Mid-market,Hiszpania,Logowanie,Błąd interfejsu,Low,3.2.5,Desktop,macOS,,False,False
ERR-00843,2024-08-15 08:22:28,CUST-0068,Mid-market,Wielka Brytania,Raporty,Timeout,Medium,3.1.8,Desktop,Windows,43.0,True,False
ERR-00844,2024-01-22 21:46:55,CUST-0075,Mid-market,Wielka Brytania,Raporty,Błąd autoryzacji,Low,3.1.2,Desktop,macOS,30.0,True,False
ERR-00845,2024-06-29 08:39:27,CUST-0215,Startup,Niemcy,Logowanie,Błąd autoryzacji,High,3.9.3,Mobile,Android,164.0,True,False
ERR-00846,2024-05-20 11:40:50,CUST-0005,Enterprise,Niemcy,Integracje,Timeout,High,3.2.9,Desktop,macOS,86.0,True,False
ERR-00847,2024-01-30 04:04:42,CUST-0012,Enterprise,Hiszpania,Użytkownicy,Błąd interfejsu,Low,3.4.7,Mobile,iOS,8.0,True,False
ERR-00848,2024-11-22 23:25:23,CUST-0001,Enterprise,Polska,Raporty,Błąd autoryzacji,High,3.4.9,Desktop,macOS,85.0,True,False
ERR-00849,2024-09-19 12:51:47,CUST-0212,Startup,Niemcy,Integracje,Błąd bazy danych,High,3.6.9,Desktop,Windows,80.0,True,False
ERR-00850,2024-12-13 14:10:01,CUST-0037,Mid-market,Niemcy,Logowanie,Błąd autoryzacji,Medium,3.1.0,Desktop,Windows,83.0,True,False
ERR-00851,2024-03-14 03:54:38,CUST-0010,Enterprise,Francja,Raporty,Błąd interfejsu,Low,3.3.4,Desktop,macOS,11.0,True,False
ERR-00852,2024-12-13 16:50:28,CUST-0134,SMB,Polska,Logowanie,Timeout,Critical,3.9.4,Mobile,Android,,False,False
ERR-00853,2024-01-18 08:08:04,CUST-0161,Startup,Polska,Integracje,Błąd bazy danych,Critical,3.9.3,Mobile,Android,445.0,True,False
ERR-00854,2024-04-30 18:49:41,CUST-0095,SMB,Wielka Brytania,Użytkownicy,Timeout,Critical,3.8.5,Desktop,macOS,102.0,True,False
ERR-00855,2024-07-06 08:23:24,CUST-0244,Startup,Polska,Integracje,Błąd bazy danych,High,3.0.2,Desktop,Windows,124.0,True,False
ERR-00856,2024-10-17 08:02:38,CUST-0005,Enterprise,Niemcy,Logowanie,Timeout,Critical,3.4.3,Desktop,Windows,192.0,True,True
ERR-00857,2024-03-19 01:43:28,CUST-0125,SMB,Polska,Raporty,Błąd autoryzacji,Low,3.7.4,Desktop,Windows,18.0,True,False
ERR-00858,2024-07-08 12:23:28,CUST-0050,Mid-market,Polska,Raporty,Błąd interfejsu,Low,3.4.0,Desktop,Windows,46.0,True,False
ERR-00859,2024-02-09 13:36:08,CUST-0124,SMB,Polska,Raporty,Błąd interfejsu,Low,3.9.3,Desktop,Windows,40.0,True,False
ERR-00860,2024-09-28 03:23:25,CUST-0139,SMB,Polska,Eksport danych,Nieprawidłowe dane,Medium,3.7.5,Desktop,Windows,73.0,True,False
ERR-00861,2024-06-09 16:41:17,CUST-0107,SMB,Wielka Brytania,Eksport danych,Błąd bazy danych,High,3.1.0,Desktop,Windows,97.0,True,False
ERR-00862,2024-05-07 12:07:01,CUST-0147,SMB,Polska,Integracje,Nieprawidłowe dane,Medium,3.9.3,Desktop,macOS,60.0,True,False
ERR-00863,2024-04-05 13:31:33,CUST-0016,Enterprise,Wielka Brytania,Raporty,Błąd autoryzacji,Low,3.9.6,Desktop,macOS,,False,False
ERR-00864,2024-07-17 11:58:35,CUST-0053,Mid-market,Niemcy,Płatności,Timeout,High,3.1.1,Desktop,Windows,123.0,True,False
ERR-00865,2024-03-01 11:16:49,CUST-0211,Startup,Niemcy,Logowanie,Timeout,Critical,3.5.9,Desktop,Windows,280.0,True,False
ERR-00866,2024-05-13 13:45:28,CUST-0163,Startup,Niemcy,Raporty,Błąd bazy danych,High,3.4.1,Tablet,iOS,217.0,True,False
ERR-00867,2024-04-19 08:39:18,CUST-0015,Enterprise,Niemcy,Raporty,Timeout,Critical,3.4.6,Desktop,Windows,113.0,True,False
ERR-00868,2024-12-21 08:58:31,CUST-0024,Enterprise,Hiszpania,Integracje,Błąd autoryzacji,Low,3.2.6,Desktop,Windows,8.0,True,False
ERR-00869,2024-04-12 17:07:08,CUST-0023,Enterprise,Polska,Integracje,Błąd API,High,3.6.6,Desktop,Windows,,False,False
ERR-00870,2024-02-07 21:28:11,CUST-0138,SMB,Niemcy,Logowanie,Nieprawidłowe dane,Medium,3.9.6,Desktop,Windows,34.0,True,False
ERR-00871,2024-12-31 11:28:05,CUST-0121,SMB,Wielka Brytania,Raporty,Timeout,High,3.5.5,Mobile,iOS,46.0,True,False
ERR-00872,2024-12-15 09:54:20,CUST-0003,Enterprise,Wielka Brytania,Logowanie,Błąd autoryzacji,Low,3.1.2,Desktop,Windows,10.0,True,False
ERR-00873,2024-12-07 14:22:45,CUST-0050,Mid-market,Wielka Brytania,Logowanie,Timeout,High,3.7.3,Tablet,iOS,169.0,True,False
ERR-00874,2024-02-03 11:35:34,CUST-0086,SMB,Niemcy,Eksport danych,Timeout,Critical,3.4.3,Mobile,Android,469.0,True,False
ERR-00875,2024-05-28 01:57:19,CUST-0095,SMB,Hiszpania,Logowanie,Timeout,High,3.8.9,Desktop,macOS,72.0,True,False
ERR-00876,2024-03-21 08:45:45,CUST-0032,Mid-market,Niemcy,Raporty,Błąd bazy danych,High,3.4.8,Desktop,Windows,343.0,True,False
ERR-00877,2024-12-24 15:40:11,CUST-0052,Mid-market,Niemcy,Logowanie,Błąd bazy danych,Critical,3.2.8,Mobile,Android,206.0,True,True
ERR-00878,2024-07-04 14:32:14,CUST-0072,Mid-market,Polska,Eksport danych,Błąd bazy danych,Critical,3.2.8,Desktop,Windows,550.0,True,True
ERR-00879,2024-03-03 01:12:50,CUST-0004,Enterprise,Niemcy,Raporty,Timeout,High,3.8.5,Desktop,Windows,96.0,True,True
ERR-00880,2024-03-12 08:15:50,CUST-0074,Mid-market,Polska,Płatności,Nieprawidłowe dane,Medium,3.3.9,Desktop,Windows,78.0,True,True
ERR-00881,2024-09-09 09:01:23,CUST-0102,SMB,Polska,Raporty,Timeout,High,3.8.5,Desktop,Windows,56.0,True,False
ERR-00882,2024-10-10 15:36:23,CUST-0245,Startup,Wielka Brytania,Integracje,Błąd API,Medium,3.3.0,Desktop,Windows,40.0,True,False
ERR-00883,2024-08-27 01:51:35,CUST-0046,Mid-market,Polska,Użytkownicy,Nieprawidłowe dane,Medium,3.4.2,Desktop,Windows,16.0,True,False
ERR-00884,2024-03-07 05:39:56,CUST-0147,SMB,Polska,Płatności,Timeout,Critical,3.4.9,Mobile,Android,,False,False
ERR-00885,2024-02-14 16:04:19,CUST-0006,Enterprise,Polska,Eksport danych,Błąd autoryzacji,Medium,3.9.5,Desktop,macOS,48.0,True,False
ERR-00886,2024-07-22 08:45:46,CUST-0066,Mid-market,Wielka Brytania,Użytkownicy,Nieprawidłowe dane,Medium,3.9.4,Mobile,iOS,36.0,True,False
ERR-00887,2024-09-02 14:33:26,CUST-0006,Enterprise,Niemcy,Użytkownicy,Timeout,High,3.3.1,Desktop,macOS,,False,False
ERR-00888,2024-07-28 09:52:36,CUST-0011,Enterprise,Niemcy,Integracje,Błąd bazy danych,Critical,3.4.4,Desktop,macOS,230.0,True,False
ERR-00889,2024-02-07 05:08:20,CUST-0135,SMB,Hiszpania,Integracje,Błąd autoryzacji,High,3.2.2,Desktop,Windows,95.0,True,False
ERR-00890,2024-11-24 09:04:28,CUST-0210,Startup,Hiszpania,Raporty,Błąd bazy danych,High,3.5.6,Desktop,Windows,288.0,True,False
ERR-00891,2024-08-26 15:43:33,CUST-0008,Enterprise,Polska,Eksport danych,Timeout,Critical,3.4.9,Desktop,Windows,62.0,True,False
ERR-00892,2024-06-25 17:08:56,CUST-0056,Mid-market,Francja,Raporty,Błąd autoryzacji,Medium,3.9.2,Desktop,macOS,25.0,True,False
